epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,0,,,
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,0,,,
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,0,,,
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,0,,,
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,0,,,
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,0,,,
7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,0.0000,0.0000,0.0000
11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,0.0000,0.0000,0.0000
21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
26,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,1,,,
27,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
28,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
29,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,0.0000,0.0000,0.0000
31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
32,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
33,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
34,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
35,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
36,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
38,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
39,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
40,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,0.0000,0.0000,0.0000
41,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
42,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
43,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
45,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,2,,,
46,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,3,,,
47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,3,,,
48,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,3,,,
49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,3,,,
50,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000100,3,0.0000,0.0000,0.0000
